movie_title;gross;duration;budget;num_critic_for_reviews;director_facebook_likes;cast_total_facebook_likes
27 Dresses ;76806312;111;30000000;175;98;2978
Hannah Montana: The Movie ;79566871;102;30000000;131;23;4516
The Prince of Tides ;74787599;132;30000000;30;0;1936
Legends of the Fall ;66528842;133;30000000;57;380;26388
Up in the Air ;83813460;108;25000000;391;655;35209
About Schmidt ;65010106;125;30000000;217;729;1556
Warm Bodies ;66359959;98;35000000;452;129;337
Down to Earth ;64172251;87;30000000;61;129;2911
Hope Springs ;63536011;100;30000000;234;64;19420
Forgetting Sarah Marshall ;62877175;118;30000000;253;89;16758
Four Brothers ;74484168;109;45000000;123;309;2740
Baby Mama ;60269340;99;30000000;145;5;6930
Hope Floats ;60033780;114;30000000;65;0;2860
Bride Wars ;58715510;89;30000000;152;56;13794
Without a Paddle ;58156435;95;19000000;94;65;1266
13 Going on 30 ;56044241;98;37000000;119;56;6742
Blow ;52937130;124;30000000;147;47;43453
Message in a Bottle ;52799004;131;55000000;85;43;19815
Star Trek V: The Final Frontier ;55210049;107;27800000;98;0;14710
Like Mike ;51432423;99;30000000;39;13;3679
Naked Gun 33 1/3: The Final Insult ;51109400;83;30000000;43;88;4767
P.S. I Love You ;53680848;126;30000000;131;98;18726
Letters to Juliet ;53021560;105;30000000;159;56;1026
Black Rain ;45645204;125;30000000;63;0;1748
Sicario ;46875468;121;30000000;478;777;1467
Southpaw ;52418902;124;30000000;305;845;16881
Drag Me to Hell ;42057340;99;30000000;397;0;5642
The Age of Adaline ;42478175;112;25000000;214;43;15327
Secondhand Lions ;41407470;111;30000000;82;23;9638
Step Up 3D ;42385520;107;30000000;138;209;4059
Blue Crush ;40118420;104;30000000;69;134;1165
Stranger Than Fiction ;40137776;113;38000000;253;395;8362
30 Days of Night ;39568996;113;32000000;304;171;814
Meet the Spartans ;38232624;86;30000000;111;82;3854
Midnight Run ;38413606;126;30000000;77;102;23866
The Running Man ;38122105;101;27000000;120;343;2373
Little Shop of Horrors ;38747385;102;25000000;63;0;15308
Hanna ;40247512;111;30000000;417;456;257
Mortal Kombat: Annihilation ;35927406;95;30000000;59;40;2266
Carrie ;35266619;100;30000000;359;108;20051
Take the Lead ;34703228;118;30000000;101;3;3797
Gridiron Gang ;38432823;125;30000000;85;21;15811
What's the Worst That Could Happen? ;32095318;94;45000000;64;39;3664
9 ;31743332;79;30000000;263;30;1594
Side Effects ;32154410;106;30000000;450;0;18469
Winnie the Pooh ;26687172;63;30000000;162;15;1002
Dumb and Dumberer: When Harry Met Lloyd ;26096584;85;19000000;85;14;1653
Bulworth ;26525834;108;30000000;110;631;1023
Get on Up ;30513940;139;30000000;165;150;2060
One True Thing ;23209440;127;30000000;64;73;12785
Virtuosity ;24048000;106;30000000;44;32;20772
My Super Ex-Girlfriend ;22526144;95;30000000;147;425;2737
Deliver Us from Evil ;30523568;118;30000000;242;301;5697
Sanctum ;23070045;108;30000000;244;24;3892
Little Black Book ;20422207;105;35000000;73;34;4369
The Five-Year Engagement ;28644770;131;30000000;232;89;3479
Mr 3000 ;21800302;104;30000000;63;30;4462
The Next Three Days ;21129348;133;35000000;239;549;11799
Ultraviolet ;18500966;94;30000000;158;110;15271
Assault on Precinct 13 ;19976073;109;20000000;152;25;3148
The Replacement Killers ;18967571;96;30000000;105;845;3072
Fled ;17100000;105;25000000;36;114;6152
Eight Legged Freaks ;17266505;99;30000000;181;11;22554
Love & Other Drugs ;32357532;112;30000000;219;380;31278
88 Minutes ;16930884;108;30000000;158;50;16722
North Country ;18324242;126;35000000;155;51;20563
The Whole Ten Yards ;16323969;98;40000000;74;41;18085
Howard the Duck ;16295774;110;35000000;81;8;3000
Pride and Glory ;15709385;130;30000000;154;149;5101
The Cave ;14888028;93;30000000;140;2;2178
Alex & Emma ;14208384;96;30000000;73;0;977
Wicker Park ;12831121;114;30000000;98;118;679
Fright Night ;18298649;106;30000000;358;44;1393
The New World ;12712093;150;30000000;222;0;27829
Wing Commander ;11576087;100;30000000;85;38;2497
In Dreams ;11900000;100;30000000;62;277;22006
Dragonball: Evolution ;9353573;100;45000000;130;70;1100
The Last Stand ;12026670;107;45000000;376;419;1643
Godsend ;14334645;102;25000000;130;6;23352
Chasing Liberty ;12189514;101;23000000;65;3;842
Hoodwinked Too! Hood vs. Evil ;10134754;86;30000000;77;6;5393
An Unfinished Life ;8535575;108;30000000;107;529;11519
Runner Runner ;19316646;88;30000000;184;65;5706
Antitrust ;10965209;109;30000000;123;29;1297
Glory ;26830000;122;18000000;60;380;32930
Dead Man Down ;10880926;118;30000000;217;76;4253
The Merchant of Venice ;3752725;131;18000000;117;53;16252
DOA: Dead or Alive ;480314;87;21000000;110;23;4473
The Assassination of Jesse James by the Coward Robert Ford ;3904982;160;30000000;273;181;22516
Machine Gun Preacher ;537580;129;30000000;134;395;19620
Pitch Perfect 2 ;183436380;115;29000000;221;0;13159
Walk the Line ;119518352;153;28000000;291;446;1383
Keeping the Faith ;37036404;128;30000000;148;0;5404
Frost/Nixon ;18593156;122;35000000;302;2000;6161
The Boss ;63034755;99;29000000;154;265;23562
Mumford ;4554569;112;28000000;65;759;17873
The Jacket ;6301131;94;29000000;161;11;5085
Aladdin ;217350219;90;28000000;124;63;52970
Straight Outta Compton ;161029270;167;28000000;349;473;2702
The Rugrats Movie ;100491683;83;24000000;45;5;3438
Along Came a Spider ;74058698;104;60000000;133;93;17109
Once Upon a Time in Mexico ;55845943;102;29000000;178;0;46186
Die Hard ;81350242;131;28000000;233;323;40585
The Big Short ;70235322;130;28000000;426;285;57308
Taking Woodstock ;7443007;120;30000000;210;0;1500
Miracle ;64371181;135;28000000;129;149;1845
Dawn of the Dead ;58885635;110;26000000;287;0;10438
The Royal Tenenbaums ;52353636;110;21000000;220;0;14609
Identity ;51475962;91;30000000;136;446;3969
Last Vegas ;63910583;105;28000000;222;226;35694
Serendipity ;49968653;82;28000000;122;23;37
Safe Haven ;71346930;115;28000000;184;529;1554
Hocus Pocus ;39514713;96;28000000;36;197;1275
No Reservations ;43097652;104;28000000;171;96;3497
Dracula 2000 ;33000377;99;28000000;122;71;23344
Alexander and the Terrible, Horrible, No Good, Very Bad Day ;66950483;81;28000000;119;44;47677
Blade Runner ;27000000;117;28000000;302;0;13877
Rob Roy ;31600000;139;28000000;44;105;16125
3 Days to Kill ;30688364;123;28000000;211;368;1286
We Own the Night ;28563179;117;21000000;222;115;3681
Lost Souls ;16779636;97;28000000;100;710;1805
Just My Luck ;17324744;103;28000000;98;80;3211
The Spy Next Door ;24268828;94;28000000;97;32;3436
A Simple Wish ;8119205;89;28000000;21;23;5535
Ghosts of Mars ;8434601;98;28000000;156;0;28867
Our Brand Is Crisis ;6998324;107;28000000;125;234;3944
Pride and Prejudice and Zombies ;10907291;108;28000000;225;23;4710
Kick-Ass 2 ;28751715;103;28000000;350;65;19168
Knocked Up ;148734225;133;30000000;251;0;12874
My Sister's Keeper ;49185998;109;30000000;148;415;1775
Welcome Home, Roscoe Jenkins ;42168445;114;35000000;76;92;3565
Rendition ;9664316;122;27500000;131;151;50950
Star Trek VI: The Undiscovered Country ;74888996;110;30000000;112;120;16230
Divine Secrets of the Ya-Ya Sisterhood ;69586544;116;27000000;93;144;3845
Kiss the Girls ;60491560;115;27000000;83;39;14322
The Blues Brothers ;54200000;148;27000000;125;644;2566
Joyful Noise ;30920167;118;25000000;98;650;3389
Lake Placid ;31768374;82;27000000;152;49;3313
The Newton Boys ;10297897;123;27000000;63;0;11969
Case 39 ;13248477;109;27000000;167;22;15790
Suspect Zero ;8712564;99;27000000;101;54;1721
Martian Child ;7486906;106;27000000;118;43;2495
Spy Kids: All the Time in the World in 4D ;38536376;89;27000000;76;0;4311
Money Monster ;41008532;98;27000000;268;0;10894
Flawless ;4485485;112;15000000;78;541;46022
Mindhunters ;4476235;101;27000000;127;212;4186
What Just Happened ;1089365;104;25000000;137;272;71973
Paul Blart: Mall Cop ;20819129;91;26000000;167;41;2954
Freaky Friday ;110222438;97;26000000;129;70;3984
The 40-Year-Old Virgin ;109243478;133;26000000;217;0;8341
Shakespeare in Love ;100241322;123;25000000;134;108;1690
A Walk Among the Tombstones ;25977365;114;28000000;253;71;15428
Kindergarten Cop ;91457688;111;26000000;46;425;2403
Pineapple Express ;87341380;117;27000000;232;234;15590
Ever After: A Cinderella Story ;65703412;121;26000000;92;72;2747
Open Range ;58328680;139;22000000;153;0;5458
Flatliners ;61490000;115;26000000;49;541;10493
A Bridge Too Far ;50800000;175;26000000;56;0;669
Red Eye ;57859105;85;26000000;224;0;1090
Final Destination 2 ;46455802;90;26000000;175;160;3172
Legion ;40168080;100;26000000;226;124;3889
Pain & Gain ;49874933;129;26000000;335;0;13573
In Good Company ;45489752;109;26000000;157;80;28493
Clockstoppers ;36985501;94;26000000;69;906;3917
Silverado ;33200000;133;26000000;46;759;1154
Brothers ;28501651;105;26000000;217;260;42473
Agent Cody Banks 2: Destination London ;23222861;100;26000000;55;8;3742
New Year's Eve ;54540525;113;56000000;200;0;23456
The Raven ;16005978;110;26000000;265;160;2356
Welcome to Mooseport ;14469428;110;26000000;82;80;2466
Blood and Wine ;1075288;101;22000000;42;30;2228
Flipper ;20047715;95;25530000;23;0;616
Self/less ;12276810;117;26000000;178;763;17847
The Passion of the Christ ;499263;120;30000000;406;0;705
Mrs. Doubtfire ;219200000;125;25000000;57;0;52201
Rain Man ;172825435;133;25000000;100;272;12285
W. ;25517500;129;25100000;242;0;4264
The Best of Me ;26761283;118;26000000;85;97;3197
The Bodyguard ;121945720;129;25000000;48;81;2551
The Help ;169705587;146;25000000;373;150;23227
The Fifth Estate ;3254172;128;28000000;224;386;36337
Scooby-Doo 2: Monsters Unleashed ;84185387;93;80000000;94;67;7800
Freddy vs. Jason ;82163317;97;30000000;273;31;4692
Jimmy Neutron: Boy Genius ;80920948;82;30000000;66;8;2251
Cloverfield ;80034302;85;25000000;459;198;3958
Teenage Mutant Ninja Turtles II: The Secret of the Ooze ;78656813;88;25000000;68;34;2501
The Untouchables ;76270454;119;25000000;123;0;22767
No Country for Old Men ;74273505;122;25000000;488;1000;4738
Ride Along ;134141530;99;25000000;146;167;2394
Legally Blonde 2: Red, White & Blonde ;89808372;95;45000000;133;0;3500
Parental Guidance ;77264926;105;25000000;139;99;5740
No Strings Attached ;70625986;108;25000000;245;425;22739
Tombstone ;56505065;134;25000000;84;170;4453
Romeo Must Die ;55973336;115;25000000;70;43;9082
The Lucky One ;60443237;101;25000000;170;96;1852
Bridge to Terabithia ;82234139;96;17000000;181;47;28071
Finding Neverland ;51676606;101;25000000;226;395;58823
A Madea Christmas ;52528330;100;25000000;24;0;3202
The Grey ;51533608;117;25000000;408;248;16606
Hide and Seek ;51097664;101;30000000;180;21;23328
Agent Cody Banks ;47285499;102;26000000;79;91;3037
Nanny McPhee ;47124400;97;25000000;128;52;17278
Scarface ;44700000;142;25000000;147;0;16464
Nothing to Lose ;44455658;98;25000000;49;176;2457
Contraband ;66489425;109;25000000;270;175;26625
Money Talks ;41067398;97;25000000;29;420;2530
There Will Be Blood ;40218903;158;25000000;398;0;533
The Wild Thornberrys Movie ;39880476;85;25000000;38;0;2908
Rugrats Go Wild ;39399750;80;25000000;45;0;3017
Undercover Brother ;38230435;86;25000000;81;92;3001
The Sisterhood of the Traveling Pants ;39008741;119;25000000;88;42;6862
The House Bunny ;48237389;97;25000000;129;29;18789
Million Dollar Arm ;36447959;124;25000000;151;44;6393
What a Girl Wants ;35990505;105;20000000;66;29;16400
Jeepers Creepers II ;35143332;104;17000000;167;108;1340
Good Luck Chuck ;35000629;101;25000000;127;7;2822
Cradle 2 the Grave ;34604054;101;30000000;109;43;6867
The Hours ;41597830;114;25000000;174;335;12624
She's the Man ;33687630;105;20000000;91;99;20109
Anacondas: The Hunt for the Blood Orchid ;31526393;97;25000000;94;27;2730
August Rush ;31655091;114;30000000;148;59;50927
Dance Flick ;25615792;88;25000000;83;82;4378
The Shawshank Redemption ;28341469;142;25000000;199;0;13495
Kingpin ;24944213;117;27000000;62;101;16937
The Gambler ;33631221;111;25000000;175;81;3784
August: Osage County ;37738400;121;25000000;322;53;39690
A Lot Like Love ;21835784;107;30000000;112;13;1095
He Got Game ;21554585;136;25000000;48;0;37315
Don Juan DeMarco ;22200000;97;25000000;44;19;52122
Dear John ;80014842;108;25000000;162;529;19945
The Losers ;23527955;97;25000000;213;41;12841
Don't Be Afraid of the Dark ;24042490;99;25000000;298;24;3744
War ;22466994;103;25000000;119;5;33565
Punch-Drunk Love ;17791031;95;25000000;251;0;11994
EuroTrip ;17718223;93;25000000;92;17;14180
Unaccompanied Minors ;16647384;90;26000000;73;176;4431
Bright Lights, Big City ;16118077;107;25000000;28;21;3067
The Box ;15045676;115;16000000;287;219;2466
The Ruins ;17427926;93;8000000;233;27;1749
The Next Best Thing ;14983572;99;25000000;86;154;2498
My Soul to Take ;14637490;107;25000000;160;0;2537
The Girl Next Door ;14589444;110;25000000;126;42;911
Maximum Risk ;14095303;101;25000000;50;17;1634
Stealing Harvard ;13973532;85;25000000;52;54;3065
Shark Night 3D ;18860403;90;25000000;231;160;4952
Angela's Ashes ;13038660;145;25000000;99;317;1282
Draft Day ;28831145;110;25000000;159;425;3757
The Conspirator ;11538204;122;25000000;199;0;21163
Lords of Dogtown ;11008432;107;25000000;119;308;16651
Big Trouble in Little China ;11100000;99;25000000;180;0;896
Warrior ;13651662;140;25000000;317;149;29692
Stop-Loss ;10911750;112;25000000;143;108;43560
Abandon ;10719367;99;25000000;72;79;28987
Brokedown Palace ;10114315;100;25000000;70;57;582
The Possession ;49122319;92;14000000;264;30;2348
Mrs. Winterbourne ;10070000;105;25000000;20;121;5023
Straw Dogs ;10324441;110;25000000;190;37;11431
The Hoax ;7156933;116;25000000;142;529;1134
Stone Cold ;9286314;88;17000000;27;22;583
The Road ;56692;111;25000000;355;214;23566
Underclassman ;5654777;95;25000000;31;32;2165
Say It Isn't So ;5516708;95;25000000;87;6;2413
Tank Girl ;4064333;104;25000000;60;54;9662
King's Ransom ;4006906;95;15000000;23;2;4990
BloodRayne ;1550000;92;25000000;143;892;2930
Without Limits ;777423;117;25000000;28;162;4351
Bad Lieutenant: Port of Call New Orleans ;1697956;122;20000000;280;0;13809
Love Ranch ;134904;117;25000000;49;138;3204
The Counselor ;16969390;138;25000000;336;0;27797
Dangerous Liaisons ;34700000;119;14000000;51;350;35501
Scream 2 ;101334374;120;24000000;195;0;2321
Jane Got a Gun ;1512815;98;25000000;123;149;21414
Think Like a Man Too ;65182182;106;24000000;52;167;4830
The Whole Nine Yards ;57262492;98;24000000;129;36;17582
Footloose ;80000000;107;8200000;60;71;1962
Old School ;74608545;88;24000000;123;480;10325
The Fisher King ;41895491;137;24000000;84;0;12947
I Still Know What You Did Last Summer ;39989008;100;24000000;125;41;49847
Return to Me ;32662299;115;24000000;106;597;3946
Zack and Miri Make a Porno ;31452765;101;24000000;247;0;638
The Men Who Stare at Goats ;32416109;94;25000000;271;293;32474
Double Take ;20218;88;24000000;45;269;2557
Girl, Interrupted ;28871190;127;24000000;133;446;13433
Win a Date with Tad Hamilton! ;16964743;95;24000000;84;126;4681
Muppets from Space ;16290976;87;24000000;70;25;3243
The Wiz ;13000000;118;24000000;32;0;1458
Ready to Rumble ;12372410;107;24000000;51;48;4971
Play It to the Bone ;8427204;124;24000000;73;41;1523
I Don't Know How She Does It ;9639242;89;24000000;169;41;5470
Piranha 3D ;25003072;88;24000000;365;192;5737
Meet the Deedles ;4308981;93;24000000;18;9;24436
Faster ;23225911;98;24000000;196;88;14699
Zombieland ;75590286;88;23600000;445;181;28011
The Waterboy ;161487252;90;20000000;108;153;13823
Bad Boys ;65807024;119;19000000;63;0;11013
The Naked Gun 2½: The Smell of Fear ;86930411;85;23000000;43;119;3847
Final Destination ;53302314;98;23000000;211;70;3345
The Ides of March ;40962534;101;12500000;421;0;57077
Pitch Black ;39235088;112;23000000;214;123;16196
Someone Like You... ;27338033;97;23000000;92;956;20798
Joy Ride ;21973182;97;23000000;140;131;23242
Anywhere But Here ;18653615;114;23000000;36;61;22040
Chasing Liberty ;12189514;101;23000000;65;3;829
The Crew ;13019253;88;23000000;53;12;1509
Jaws: The Revenge ;20763013;92;23000000;80;114;2355
Marvin's Room ;12782508;98;23000000;45;4;63194
The Longshots ;11508423;94;23000000;47;258;2453
Harley Davidson and the Marlboro Man ;7434726;98;23000000;30;23;3671
Vanity Fair ;16123851;141;23000000;118;300;1618
1408 ;71975611;114;25000000;314;101;214
Spaceballs ;38119483;96;22700000;103;0;2936
Ghost ;217631306;127;22000000;77;109;3100
There's Something About Mary ;176483808;107;23000000;171;101;4664
The Santa Clause ;144833357;97;22000000;64;11;2790
The Rookie ;75597042;127;20000000;92;102;6657
The Game Plan ;90636983;110;22000000;112;99;15170
The Animal ;55762229;84;22000000;75;42;1203
The Hundred-Foot Journey ;54235441;122;22000000;180;529;1484
The Net ;50728000;114;22000000;53;34;1725
I Am Sam ;40270895;132;22000000;129;24;3152
Son of God ;59696176;170;22000000;61;25;775
Derailed ;36020063;112;22000000;116;101;2019
The Informant! ;33313582;108;21000000;248;0;16031
Deuce Bigalow: European Gigolo ;22264487;83;22000000;98;2;1729
Delivery Man ;30659817;105;26000000;168;31;1006
Saving Silverman ;19351569;96;22000000;97;221;664
Diary of a Wimpy Kid: Dog Days ;49002815;94;22000000;88;42;3153
Summer of Sam ;19283782;142;22000000;85;0;5386
Jay and Silent Bob Strike Back ;30059386;104;22000000;181;0;11632
The Island ;35799026;136;126000000;257;0;34838
The Glass House ;17951431;106;30000000;95;12;4239
Homefront ;19783777;100;22000000;203;39;39989
I Heart Huckabees ;12784713;107;22000000;183;737;8094
RoboCop 3 ;10696210;104;23500000;75;87;3148
Megiddo: The Omega Code 2 ;5974653;104;22000000;18;53;4221
Darling Lili ;5000000;143;25000000;22;688;788
Dudley Do-Right ;9694105;77;22000000;41;37;5568
Hit and Run ;13746550;100;2000000;176;21;15922
Mad Money ;20668843;104;22000000;98;144;2453
Stone ;1796024;105;22000000;138;43;37766
Out of the Furnace ;11326836;116;22000000;288;108;24134
Michael Clayton ;49024969;119;25000000;299;209;3284
My Fellow Americans ;22294341;101;21500000;27;88;4629
Arlington Road ;24362501;117;21500000;155;89;13576
South Park: Bigger Longer & Uncut ;52008288;81;21000000;163;406;3003
Death at a Funeral ;8579684;87;9000000;168;0;24324
Teenage Mutant Ninja Turtles III ;42660000;96;17000000;60;8;1254
Hardball ;40219708;106;21000000;85;48;18630
Never Back Down ;24848292;110;20000000;140;65;4089
The Rage: Carrie 2 ;17757087;104;21000000;85;52;3162
Away We Go ;9430988;98;17000000;217;0;1997
Swing Vote ;16284360;120;21000000;131;0;6212
Moonlight Mile ;6830957;112;21000000;111;52;16692
Molly ;15593;102;21000000;16;18;1562
The Beaver ;958319;91;21000000;276;0;34705
The Best Little Whorehouse in Texas ;69700000;114;35000000;11;19;3688
Home Alone 2: Lost in New York ;173585516;120;18000000;37;0;7860
Pulse ;20259297;90;20000000;148;2;19952
Bringing Down the House ;132541238;105;33000000;121;163;2505
The Silence of the Lambs ;130727000;138;19000000;185;438;13184
Wayne's World ;121697350;94;20000000;61;122;4263
Jackass 3D ;117224271;101;20000000;156;79;1787
Jaws 2 ;102922376;131;20000000;75;82;1520
Beverly Hills Chihuahua ;94497271;91;20000000;100;67;4729
The Conjuring ;137387272;112;20000000;511;0;9049
Are We There Yet? ;82301521;95;32000000;75;32;3558
Tammy ;84518155;100;20000000;148;265;2654
Disturbia ;80050171;105;20000000;253;154;2287
School of Rock ;81257845;108;35000000;204;0;4403
Mortal Kombat ;70360285;101;18000000;72;545;3816
White Chicks ;69148997;109;37000000;62;322;6313
Holes ;67325559;117;20000000;106;99;1293
The Last Song ;62933793;107;20000000;123;30;2341
Drumline ;56398162;118;20000000;64;30;2390
Why Did I Get Married Too? ;60072596;121;20000000;40;0;6657
Madea's Witness Protection ;65623128;114;20000000;31;0;2753
Bad Moms ;55461307;100;20000000;81;24;18786
Date Movie ;48546578;85;20000000;99;64;6539
Return to Never Land ;48423368;72;20000000;80;2;3402
The Jungle Book 2 ;47887943;72;20000000;85;0;4480
Boogeyman ;46363118;89;20000000;140;19;1383
Premonition ;47852604;96;20000000;184;9;1825
The Tigger Movie ;45542421;77;30000000;89;25;575
Max ;42652003;111;20000000;61;132;2851
Epic Movie ;39737645;93;20000000;112;82;4293
Spotlight ;44988180;128;20000000;474;310;1058
Lakeview Terrace ;39263506;110;22000000;165;119;2382
The Grudge 2 ;39143839;137;20000000;131;70;5746
How Stella Got Her Groove Back ;37672350;124;20000000;29;8;1660
Bill & Ted's Bogus Journey ;38037513;93;20000000;43;12;20188
Man of the Year ;37442180;115;20000000;111;272;52571
The American ;35596227;105;20000000;333;210;1454
Selena ;35422828;127;20000000;37;16;1735
Vampires Suck ;36658108;82;20000000;122;82;2898
This Is Where I Leave You ;34290142;103;19800000;156;189;4662
Doubt ;33422556;104;20000000;293;53;33903
Team America: World Police ;32774834;98;30000000;233;406;2609
Texas Chainsaw 3D ;34334256;92;11000000;282;34;1945
Copycat ;32051917;123;20000000;57;36;12338
Scary Movie 5 ;32014289;88;20000000;153;92;34319
Milk ;31838002;128;20000000;324;835;13189
Risen ;36874745;107;20000000;122;58;389
Ghost Ship ;30079316;91;35000000;156;17;1083
A Very Harold & Kumar 3D Christmas ;35033759;90;19000000;161;12;2462
Wild Things ;29753944;115;20000000;69;39;14275
The Debt ;31146570;113;20000000;258;108;1136
Eye for an Eye ;53146000;101;20000000;31;154;3174
Eternal Sunshine of the Spotless Mind ;34126138;108;20000000;273;1000;19364
You Again ;25677801;105;20000000;91;99;4813
Street Kings ;26415649;109;20000000;190;453;33878
Nancy Drew ;25584685;99;20000000;93;26;3327
She's Out of My League ;31584722;104;20000000;180;14;5707
Stay Alive ;23078294;75;9000000;112;19;3590
Alpha and Omega ;25077977;90;20000000;84;0;2486
The Covenant ;23292105;97;20000000;120;212;3261
To Die For ;21200000;106;20000000;59;835;3598
Nerve ;28876924;96;20000000;86;24;1780
Vampires ;20241395;104;20000000;114;0;5123
My Best Friend's Girl ;19151864;112;40000000;80;41;3301
Endless Love ;23393765;104;20000000;98;19;18760
Georgia Rule ;18882880;113;20000000;88;0;4039
Under the Rainbow ;8500000;98;20000000;13;15;1761
Simon Birch ;18252684;114;30000000;60;160;1816
Reign Over Me ;19661987;124;20000000;154;57;17050
Into the Wild ;18352454;148;15000000;274;0;18752
School for Scoundrels ;17803796;108;20000000;110;480;4374
From Dusk Till Dawn ;25753840;108;19000000;165;0;23296
Pooh's Heffalump Movie ;18081626;68;20000000;45;0;861
Home for the Holidays ;17518220;103;20000000;45;0;25263
The Country Bears ;16988996;88;35000000;43;0;8189
The Kite Runner ;15797907;128;20000000;201;395;904
21 Grams ;16248701;124;20000000;192;0;7567
Paparazzi ;15712072;84;20000000;77;2;2915
Twilight ;191449475;122;37000000;350;308;44061
A Guy Thing ;15408822;101;20000000;81;13;2698
Loser ;15464026;98;20000000;81;143;1189
Disaster Movie ;14174654;88;25000000;111;82;2857
The Man Who Knew Too Little ;13801755;94;20000000;34;36;15183
What's Your Number? ;13987482;117;20000000;151;20;15713
Envy ;12181484;99;40000000;76;272;1189
Crank: High Voltage ;13630226;96;20000000;150;83;30541
One Night with the King ;13391174;123;20000000;36;6;908
The Weather Man ;12469811;102;22000000;156;563;13156
Undisputed ;12398628;94;20000000;64;394;2880
Ghost Town ;13214030;102;20000000;210;192;500
12 Rounds ;12232937;108;22000000;113;212;2799
3 Ninjas Kick Back ;11784000;93;20000000;5;18;1151
Triple 9 ;12626905;115;20000000;214;214;27214
Burnt ;13650738;101;20000000;175;53;16926
We're No Angels ;10555348;106;20000000;20;277;24887
Death Sentence ;9525276;111;20000000;166;0;3309
Everybody's Fine ;8855646;99;21000000;160;52;23409
Code Name: The Cleaner ;8104069;91;20000000;53;10;2700
Connie and Carla ;8054280;108;20000000;76;54;2730
Inherent Vice ;8093318;148;20000000;401;0;707
Doogal ;7382993;77;20000000;31;3;2185
Battle of the Year ;8888355;110;20000000;65;9;3177
An American Carol ;7001720;83;12000000;45;119;2907
Strange Wilderness ;6563357;87;20000000;58;29;4218
A Scanner Darkly ;5480996;100;8700000;232;0;39507
Chasing Mavericks ;6002756;116;20000000;116;150;21200
Bandslam ;5205343;111;20000000;79;650;1573
Birth ;5005883;100;20000000;167;143;2295
A Most Violent Year ;5749134;125;20000000;350;78;3979
Flash of Genius ;4234040;119;20000000;99;18;64
I'm Not There. ;4001121;135;20000000;231;162;36398
The Cold Light of Day ;3749061;93;20000000;119;19;30134
The Brothers Bloom ;3519627;114;20000000;182;0;3014
Synecdoche, New York ;3081925;124;21000000;245;0;24732
Can't Stop the Music ;2000000;124;20000000;26;42;1462
Courage ;2246000;118;20000000;27;14;3384
Marci X ;1646664;80;20000000;28;121;2467
Equilibrium ;1190018;107;20000000;146;110;25088
The Yards ;882710;115;24000000;93;115;11433
The Oogieloves in the Big Balloon Adventure ;1064277;88;20000000;28;12;1978
The Game of Their Lives ;375474;101;20000000;21;25;20354
Rapa Nui ;305070;107;20000000;9;58;1592
Dylan Dog: Dead of Night ;1183354;107;20000000;138;14;1577
People I Know ;121972;100;22000000;42;3;15612
The Tempest ;263365;110;20000000;92;278;3785
Bad Teacher ;100292856;97;20000000;286;52;5547
Sea of Love ;58571513;113;19000000;43;17;15914
A Cinderella Story ;51431160;95;20000000;69;15;3092
Scream ;103001286;103;15000000;242;0;1212
Thir13en Ghosts ;41867960;91;20000000;149;17;3023
Back to the Future ;210609762;116;19000000;198;0;3230
House on Haunted Hill ;40846082;93;19000000;147;37;2872
I Can Do Bad All by Myself ;51697449;113;13000000;36;0;1465
The Switch ;27758465;101;19000000;181;8;1292
Just Married ;56127162;95;18000000;97;189;2020
The Crazies ;39103378;101;20000000;308;42;2609
The Book Thief ;21483154;131;19000000;252;33;1985
Sex Drive ;8396942;129;19000000;102;51;4324
Leap Year ;12561;100;19000000;134;14;4094
Take Me Home Tonight ;6923891;97;23000000;136;31;5519
The Nutcracker ;2119994;92;19000000;10;22;2
Adaptation. ;22245861;81;19000000;241;0;25489
Fear and Loathing in Las Vegas ;10562387;118;18500000;156;0;43105
The Invention of Lying ;18439082;100;18500000;192;0;7252
Neighbors ;150056505;97;18000000;351;89;2771
The Mask ;119938730;114;18000000;57;55;2085
Big ;114968774;130;18000000;99;545;28018
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan ;128505958;82;18000000;343;119;505
Legally Blonde ;95001351;96;18000000;163;126;4380
The Exorcism of Emily Rose ;75072454;122;20000000;233;301;2759
Deuce Bigalow: Male Gigolo ;65535067;88;17000000;91;31;2604
Left Behind ;13998282;110;16000000;169;179;15044
The Family Stone ;6061759;103;17000000;142;15;1615
Barbershop 2: Back in Business ;64955956;106;18000000;50;8;3956
Bad Santa ;60057639;98;18000000;195;72;3151
Austin Powers: International Man of Mystery ;53868030;68;17000000;129;116;10557
My Big Fat Greek Wedding 2 ;59573085;94;18000000;156;52;2259
Diary of a Wimpy Kid: Rodrick Rules ;52691009;99;21000000;103;42;3567
Predator ;59735548;107;15000000;217;323;4223
Prom Night ;43818159;89;20000000;146;29;4867
Mean Girls ;86049418;97;17000000;159;70;5032
Under the Tuscan Sun ;43601508;113;18000000;111;22;1310
Peggy Sue Got Married ;41382841;103;18000000;44;0;14672
United 93 ;31471430;111;15000000;279;521;313
Honey ;30222640;94;25000000;97;23;4868
Spy Hard ;26906039;81;18000000;27;8;2653
The Fog ;21378000;89;1000000;212;0;4877
Soul Surfer ;43853424;106;18000000;110;80;5024
Observe and Report ;23993605;86;18000000;190;62;727
